ID,FORMULAS_WITHOUT_COFACTORS,FORMULAS_ENCODED
rxn00642,gdpmann <=> gdpddman,C80 <=> C840
rxn00643,gdpmann <=> GDP-L-galactose,C80 <=> C1334
rxn00645,cys-L <=> 3sala,C81 <=> C442
rxn00646,glu-L + cys-L <=> pi + glucys,C22 + C81 <=> C8 + C477
rxn00647,akg + cys-L <=> glu-L + mercppyr,C23 + C81 <=> C22 + C660
rxn00649,h2s + acser <=> ac + cys-L,C228 + C673 <=> C28 + C81
rxn00650,cgly <=> gly + cys-L,C932 <=> C32 + C81
rxn00651,so3 + cys-L <=> h2s + Lcyst,C78 + C81 <=> C228 + C374
rxn00652,cys-L <=> cys-D,C81 <=> C550
rxn00655,nad + beta-Alanopine <=> nadh + pyr + ala-B,C2 + C1300 <=> C3 + C19 + C82
rxn00656,ala-L + msa <=> pyr + ala-B,C34 + C183 <=> C19 + C82
rxn00657,akg + ala-B <=> glu-L + msa,C23 + C82 <=> C22 + C183
rxn00658,N-Acetyl-beta-alanine <=> ac + ala-B,C732 <=> C28 + C82
rxn00660,beta-Alanyl-L-lysine <=> lys-L + ala-B,C2664 <=> C38 + C82
rxn00662,3-Guanidinopropanoate <=> urea + ala-B,C1677 <=> C70 + C82
rxn00663,coa + ala-B <=> beta-Alanyl-CoA,C9 + C82 <=> C1353
rxn00668,nadp + ppcoa <=> nadph + Acrylyl-CoA,C5 + C83 <=> C4 + C621
rxn00669,coa + ppa <=> pi + ppcoa,C9 + C136 <=> C8 + C83
rxn00670,pi + ppcoa <=> coa + ppap,C8 + C83 <=> C9 + C1580
rxn00671,nad + coa + 2mop <=> nadh + co2 + ppcoa,C2 + C9 + C271 <=> C3 + C10 + C83
rxn00672,mmcoa-S <=> co2 + ppcoa,C490 <=> C10 + C83
rxn00673,fad + ppcoa <=> Acrylyl-CoA + fadh2,C14 + C83 <=> C621 + C907
rxn00675,coa + Propionyladenylate <=> ppcoa,C9 + C3022 <=> C83
rxn00676,accoa + ppcoa <=> coa + 2maacoa,C21 + C83 <=> C9 + C1807
rxn00677,accoa + ppa <=> ac + ppcoa,C21 + C136 <=> C28 + C83
rxn00678,pyr + mmcoa-S <=> oaa + ppcoa,C19 + C490 <=> C31 + C83
rxn00679,oaa + ppcoa <=> coa + 2mcit,C31 + C83 <=> C9 + C1311
rxn00680,glx + ppcoa <=> coa + 2-Hydroxyglutarate,C39 + C83 <=> C9 + C1472
rxn00682,glx + ppcoa <=> L-erythro-3-Methylmalyl-CoA,C39 + C83 <=> C3044
rxn00684,nad + thf <=> nadh + dhf,C2 + C84 <=> C3 + C312
rxn00686,nadp + thf <=> nadph + dhf,C5 + C84 <=> C4 + C312
rxn00688,nadp + 10fthf <=> nadph + co2 + thf,C5 + C192 <=> C4 + C10 + C84
rxn00689,glu-L + thf <=> pi + thfglu,C22 + C84 <=> C8 + C3937
rxn00690,for + thf <=> pi + 10fthf,C45 + C84 <=> C8 + C192
rxn00691,10fthf <=> for + thf,C192 <=> C45 + C84
rxn00692,gly + mlthf <=> ser-L + thf,C32 + C121 <=> C51 + C84
rxn00693,hcys-L + 5mthf <=> met-L + thf,C131 + C327 <=> C57 + C84
rxn00701,udpg + gal1p <=> udpgal + g1p,C25 + C330 <=> C41 + C86
rxn00704,g1p <=> g6p,C86 <=> C76
rxn00707,itp + Cytidine <=> idp,C65 + C349 <=> C87
rxn00710,orot5p <=> co2,C753 <=> C10
rxn00715,itp + uri <=> idp,C65 + C237 <=> C87
rxn00716,Uracil5-carboxylate <=> co2 + ura,C1656 <=> C10 + C89
rxn00717,csn <=> nh4 + ura,C290 <=> C12 + C89
rxn00718,56dura <=> ura,C319 <=> C89
rxn00719,nad + 56dura <=> nadh + ura,C2 + C319 <=> C3 + C89
rxn00720,nadp + 56dura <=> nadph + ura,C5 + C319 <=> C4 + C89
rxn00724,Dihydroxyindole <=> co2 + anth,C1539 <=> C10 + C90
rxn00725,amet + anth <=> ahcys + N-Methylanthranilate,C16 + C90 <=> C18 + C1650
rxn00726,nh4 + chor <=> pyr + anth,C12 + C207 <=> C19 + C90
rxn00727,gln-L + chor <=> pyr + glu-L + anth,C50 + C207 <=> C19 + C22 + C90
rxn00728,kynr-L <=> ala-L + anth,C260 <=> C34 + C90
rxn00729,Formylanthranilate <=> for + anth,C2840 <=> C45 + C90
rxn00730,malcoa + anth <=> coa + N-Malonylanthranilate,C67 + C90 <=> C9 + C1718
rxn00731,anth <=> co2 + Aniline,C90 <=> C10 + C233
rxn00735,nad + D-erythro-3-Methylmalate <=> nadh + co2 + 2obut,C2 + C3049 <=> C3 + C10 + C91
rxn00736,Methyloxaloacetate <=> co2 + 2obut,C3047 <=> C10 + C91
rxn00737,thr-L <=> nh4 + 2obut,C156 <=> C12 + C91
rxn00738,1-Aminocyclopropane-1-carboxylate <=> nh4 + 2obut,C848 <=> C12 + C91
rxn00739,accoa + 2obut <=> coa + (R)-2-Ethylmalate,C21 + C91 <=> C9 + C1414
rxn00740,suchms <=> nh4 + succ + 2obut,C765 <=> C12 + C35 + C91
rxn00741,nad + 2hbut <=> nadh + 2obut,C2 + C3023 <=> C3 + C91
rxn00742,Cystathionine <=> nh4 + cys-L + 2obut,C402 <=> C12 + C81 + C91
rxn00743,dhap <=> pi + dha,C92 <=> C8 + C152
rxn00744,dha <=> dhap,C152 <=> C92
rxn00745,pep + dha <=> pyr + dhap,C58 + C152 <=> C19 + C92
rxn00746,Erythrulose1-phosphate <=> fald + dhap,C1826 <=> C52 + C92
rxn00748,dhap <=> pi + mthgxl,C92 <=> C8 + C406
rxn00749,acald + pqq <=> ac + pqqh2,C68 + C94 <=> C28 + C909
rxn00751,chol <=> cholp,C95 <=> C434
rxn00752,chol <=> betald,C95 <=> C424
rxn00753,accoa + chol <=> coa + Acetylcholine,C21 + C95 <=> C9 + C1207
rxn00754,Acetylcholine <=> ac + chol,C1207 <=> C28 + C95
rxn00756,chols <=> so4 + chol,C637 <=> C46 + C95
rxn00758,g3pc <=> glyc3p + chol,C478 <=> C77 + C95
rxn00759,3-Chloro-D-alanine <=> nh4 + pyr,C1476 <=> C12 + C19
rxn00761,nadh + 2-Chlorobenzoate <=> nad + co2 + catechol,C3 + C1365 <=> C2 + C10 + C74
rxn00762,nad + glyc <=> nadh + dha,C2 + C97 <=> C3 + C152
rxn00763,nad + glyc <=> nadh + glyald,C2 + C97 <=> C3 + C425
rxn00764,nadp + glyc <=> nadph + dha,C5 + C97 <=> C4 + C152
rxn00765,nadp + glyc <=> nadph + glyald,C5 + C97 <=> C4 + C425
rxn00766,glyc2p <=> pi + glyc,C1631 <=> C8 + C97
rxn00768,glyc <=> 3-Hydroxypropanal,C97 <=> C666
rxn00769,glyc <=> Lactaldehyde,C97 <=> C3032
rxn00770,r5p <=> prpp,C98 <=> C100
rxn00771,r5p <=> r15bp,C98 <=> C788
rxn00772,rib-D <=> r5p,C102 <=> C98
rxn00774,nh4 + r5p <=> pi + pram,C12 + C98 <=> C8 + C1693
rxn00776,ura + r5p <=> psd5p,C89 + C98 <=> C800
rxn00778,r1p <=> r5p,C449 <=> C98
rxn00797,uri <=> ura + rib-D,C237 <=> C89 + C102
rxn00798,rib-D <=> rbl-D,C102 <=> C244
rxn00799,mal-L <=> fum,C126 <=> C103
rxn00800,dcamp <=> fum,C2008 <=> C103
rxn00801,3-Fumarylpyruvate <=> pyr + fum,C1429 <=> C19 + C103
rxn00802,argsuc <=> arg-L + fum,C1830 <=> C48 + C103
rxn00803,male <=> fum,C917 <=> C103
rxn00805,accoa + leu-L <=> coa + N-Acetyl-L-leucine,C21 + C104 <=> C9 + C1508
rxn00807,leu-L <=> L-beta-Leucine,C104 <=> C1413
rxn00808,gal <=> gal1p,C105 <=> C330
rxn00810,"nad + gal <=> nadh + D-Galactono-1,4-lactone",C2 + C105 <=> C3 + C1822
rxn00812,"nadp + gal <=> nadph + D-Galactono-1,5-lactone",C5 + C105 <=> C4 + C1493
rxn00813,"nadp + gal <=> nadph + D-Galactono-1,4-lactone",C5 + C105 <=> C4 + C1822
rxn00814,gal <=> galctn-D,C105 <=> C611
rxn00815,gal <=> D-galacto-Hexodialdose,C105 <=> C1779
rxn00817,melib <=> glc-D + gal,C2685 <=> C26 + C105
rxn00818,raffin <=> sucr + gal,C362 <=> C73 + C105
rxn00819,ggl <=> glyc + gal,C2684 <=> C97 + C105
rxn00834,nad <=> nadh + xmp,C2 <=> C3 + C470
rxn00840,pyr <=> pep,C19 <=> C58
rxn00841,glc-D <=> g6p,C26 <=> C76
rxn00842,fru <=> f6p,C79 <=> C69
rxn00843,nadh + metha <=> nad + meoh,C3 + C939 <=> C2 + C113
rxn00844,nadph + metha <=> nadp + meoh,C4 + C939 <=> C5 + C113
rxn00845,Oxaloacetate4-methylester <=> oaa + meoh,C1973 <=> C31 + C113
rxn00846,Methylsulfate <=> so4 + meoh,C1505 <=> C46 + C113
rxn00847,pqq + meoh <=> fald + pqqh2,C94 + C113 <=> C52 + C909
rxn00848,pyr + pyam5p <=> pydx5p + ala-D,C19 + C466 <=> C15 + C114
rxn00849,akg + ala-D <=> pyr + glu-D,C23 + C114 <=> C19 + C179
rxn00850,gln-L + ala-D <=> nh4 + gamma-L-Glutamyl-D-alanine,C50 + C114 <=> C12 + C1985
rxn00852,ptrc <=> nh4 + 4abutn,C115 <=> C12 + C412
rxn00854,amet + ptrc <=> ahcys + N-Methylputrescine,C16 + C115 <=> C18 + C1519
rxn00855,accoa + ptrc <=> coa + aprut,C21 + C115 <=> C9 + C1511
rxn00856,akg + ptrc <=> glu-L + 4abutn,C23 + C115 <=> C22 + C412
rxn00857,aprut <=> ac + ptrc,C1511 <=> C28 + C115
rxn00858,agm <=> urea + ptrc,C147 <=> C70 + C115
rxn00860,ahcys + NPmehis <=> amet + his-L,C18 + C789 <=> C16 + C116
rxn00861,accoa + his-L <=> coa + N-Acetyl-L-histidine,C21 + C116 <=> C9 + C1643
rxn00862,akg + his-L <=> glu-L + Imidazolepyruvate,C23 + C116 <=> C22 + C1783
rxn00865,Carnosine <=> ala-B + his-L,C293 <=> C82 + C116
rxn00866,his-L <=> co2 + hista,C116 <=> C10 + C295
rxn00867,his-L <=> nh4 + urcan,C116 <=> C12 + C544
rxn00868,nadh + butd2coa <=> nad + btcoa,C3 + C608 <=> C2 + C117
rxn00869,nad + coa + btal <=> nadh + btcoa,C2 + C9 + C926 <=> C3 + C117
rxn00870,nadp + coa + btal <=> nadph + btcoa,C5 + C9 + C926 <=> C4 + C117
rxn00871,pi + btcoa <=> coa + butpi,C8 + C117 <=> C9 + C1435
rxn00872,fad + btcoa <=> butd2coa + fadh2,C14 + C117 <=> C608 + C907
rxn00874,accoa + btcoa <=> coa + 3ohcoa,C21 + C117 <=> C9 + C2624
rxn00875,ac + btcoa <=> accoa + but,C28 + C117 <=> C21 + C202
rxn00876,glx + btcoa <=> coa + 3-Ethylmalate,C39 + C117 <=> C9 + C1203
rxn00877,ibcoa <=> btcoa,C454 <=> C117
rxn00878,inost <=> mi1p-D,C118 <=> C808
rxn00879,nad + inost <=> nadh + 2ins,C2 + C118 <=> C3 + C494
rxn00880,inost <=> glcur,C118 <=> C159
rxn00881,mi1p-D <=> pi + inost,C808 <=> C8 + C118
rxn00882,mi4p-D <=> pi + inost,C1887 <=> C8 + C118
rxn00883,mi3p-D <=> pi + inost,C2088 <=> C8 + C118
rxn00884,amet + inost <=> ahcys + 1-O-Methyl-myo-inositol,C16 + C118 <=> C18 + C1942
rxn00885,amet + inost <=> ahcys + 3-O-Methyl-myo-inositol,C16 + C118 <=> C18 + C1943
rxn00886,amet + inost <=> ahcys + 4-O-Methyl-myo-inositol,C16 + C118 <=> C18 + C3232
rxn00887,amet + inost <=> ahcys + 6-O-Methyl-myo-inositol,C16 + C118 <=> C18 + C3233
rxn00888,udpgal + inost <=> 1Dgali,C41 + C118 <=> C849
rxn00889,g3pi <=> glyc3p + inost,C841 <=> C77 + C118
rxn00890,1Dgali <=> gal + inost,C849 <=> C105 + C118
rxn00891,acgam <=> ac + gluam,C119 <=> C28 + C1112
rxn00892,acgam <=> acgam6p,C119 <=> C277
rxn00894,acgam <=> N-Acetyl-D-glucosaminate,C119 <=> C776
rxn00895,accoa + gluam <=> coa + acgam,C21 + C1112 <=> C9 + C119
rxn00896,udpgal + acgam <=> N-Acetyllactosamine,C41 + C119 <=> C443
rxn00897,acgam <=> acmana,C119 <=> C465
rxn00898,23dhmb <=> 3mob,C2101 <=> C120
rxn00899,nad + coa + 3mob <=> nadh + co2 + ibcoa,C2 + C9 + C120 <=> C3 + C10 + C454
rxn00900,"nad + (R)-3,3-Dimethylmalate <=> nadh + co2 + 3mob",C2 + C740 <=> C3 + C10 + C120
rxn00901,nadp + val-L <=> nadph + nh4 + 3mob,C5 + C151 <=> C4 + C12 + C120
rxn00902,accoa + 3mob <=> coa + 3c3hmp,C21 + C120 <=> C9 + C1423
rxn00903,akg + val-L <=> glu-L + 3mob,C23 + C151 <=> C22 + C120
rxn00904,pyr + val-L <=> ala-L + 3mob,C19 + C151 <=> C34 + C120
rxn00905,2dhp <=> fald + 3mob,C664 <=> C52 + C120
rxn00908,nad + gly + thf <=> nadh + co2 + nh4 + mlthf,C2 + C32 + C84 <=> C3 + C10 + C12 + C121
rxn00909,mlthf + fadh2 <=> fad + 5mthf,C121 + C907 <=> C14 + C327
rxn00910,nadp + 5mthf <=> nadph + mlthf,C5 + C327 <=> C4 + C121
rxn00911,ala-D + mlthf <=> thf + 2-Methylserine,C114 + C121 <=> C84 + C1257
rxn00912,3mob + mlthf <=> thf + 2dhp,C120 + C121 <=> C84 + C664
rxn00921,4hbz <=> co2 + PHENOL,C132 <=> C10 + C123
rxn00922,amet + PHENOL <=> ahcys + Anisole,C16 + C123 <=> C18 + C922
rxn00923,udpg + PHENOL <=> Arylbeta-D-glucoside,C25 + C123 <=> C1697
rxn00927,adn <=> rib-D + ade,C175 <=> C102 + C124
rxn00928,nad + pro-L <=> nadh + 1-Pyrroline-2-carboxylate,C2 + C125 <=> C3 + C1892
rxn00930,nadp + pro-L <=> nadph + 1-Pyrroline-2-carboxylate,C5 + C125 <=> C4 + C1892
rxn00932,akg + pro-L <=> co2 + succ + 4hpro-LT,C23 + C125 <=> C10 + C35 + C792
rxn00933,pro-L <=> D-Proline,C125 <=> C532
rxn00934,coa + mal-L <=> pi + malylcoa,C9 + C126 <=> C8 + C2234
rxn00935,fad + mal-L <=> oaa + fadh2,C14 + C126 <=> C31 + C907
rxn00936,N4-(Acetyl-beta-D-glucosaminyl)asparagine <=> acgam + asn-L,C2320 <=> C119 + C128
rxn00937,asn-L <=> L-3-Cyanoalanine,C128 <=> C1427
rxn00938,ncam <=> nh4 + nac,C129 <=> C12 + C209
rxn00939,amet + ncam <=> ahcys + 1mncam,C16 + C129 <=> C18 + C1596
rxn00940,nmn <=> r5p + ncam,C337 <=> C98 + C129
rxn00942,rnam <=> rib-D + ncam,C1720 <=> C102 + C129
rxn00943,pmtcoa <=> coa + hdca,C130 <=> C9 + C205
rxn00944,nad + coa + hxdcal <=> nadh + pmtcoa,C2 + C9 + C384 <=> C3 + C130
rxn00945,nadph + hdd2coa <=> nadp + pmtcoa,C4 + C2627 <=> C5 + C130
rxn00946,fad + pmtcoa <=> fadh2 + hdd2coa,C14 + C130 <=> C907 + C2627
rxn00948,ser-L + pmtcoa <=> coa + co2 + 3dsphgn,C51 + C130 <=> C9 + C10 + C1607
rxn00949,hcys-L <=> nh4 + 2obut + h2s,C131 <=> C12 + C91 + C228
rxn00950,Cystathionine <=> nh4 + pyr + hcys-L,C402 <=> C12 + C19 + C131
rxn00952,h2s + achms <=> ac + hcys-L,C228 + C734 <=> C28 + C131
rxn00953,ser-L + hcys-L <=> Cystathionine,C51 + C131 <=> C402
rxn00955,rhcys <=> rib-D + hcys-L,C1884 <=> C102 + C131
rxn00959,nadph + bz <=> nadp + 4hbz,C4 + C148 <=> C5 + C132
rxn00960,nadh + 4hbz <=> nad + 34dhbz,C3 + C132 <=> C2 + C188
rxn00962,nadph + 4hbz <=> nadp + 34dhbz,C4 + C132 <=> C5 + C188
rxn00965,4hbcoa <=> coa + 4hbz,C1618 <=> C9 + C132
rxn00966,chor <=> pyr + 4hbz,C207 <=> C19 + C132
rxn00967,udpg + 4hbz <=> 4-(beta-D-Glucosyloxy)benzoate,C25 + C132 <=> C2080
rxn00969,4-Chlorobenzoate <=> 4hbz,C1372 <=> C132
rxn00971,coa + cit <=> pi + (3S)-Citryl-CoA,C9 + C133 <=> C8 + C419
rxn00972,accoa + cit <=> ac + (3S)-Citryl-CoA,C21 + C133 <=> C28 + C419
rxn00973,cit <=> icit,C133 <=> C246
rxn00974,cit <=> acon-C,C133 <=> C313
rxn00975,man <=> man6p,C134 <=> C224
rxn00976,itp + man <=> idp + man6p,C65 + C134 <=> C87 + C224
rxn00977,epm <=> gal + man,C2683 <=> C105 + C134
rxn00978,man <=> man6p,C134 <=> C224
rxn00980,2pglyc <=> pi + glyclt,C677 <=> C8 + C135
rxn00981,Carboxymethyloxysuccinate <=> fum + glyclt,C1919 <=> C103 + C135
rxn00985,ppa <=> ppap,C136 <=> C1580
rxn00987,"2,3-Dimethylmalate <=> pyr + ppa",C1469 <=> C19 + C136
rxn00989,aacoa <=> coa + acac,C263 <=> C9 + C137
rxn00990,ac + aacoa <=> accoa + acac,C28 + C263 <=> C21 + C137
rxn00991,hmgcoa <=> accoa + acac,C276 <=> C21 + C137
rxn00992,nad + bhb <=> nadh + acac,C2 + C741 <=> C3 + C137
rxn00993,4fumacac <=> fum + acac,C725 <=> C103 + C137
rxn00994,btcoa + acac <=> but + aacoa,C117 + C137 <=> C202 + C263
rxn00995,acac <=> co2 + acetone,C137 <=> C10 + C172
rxn00996,3-Butynoate <=> acac,C3115 <=> C137
rxn00997,nad + (R)-phenyllactate <=> nadh + phpyr,C2 + C11802 <=> C3 + C138
rxn00998,nadp + (R)-phenyllactate <=> nadph + phpyr,C5 + C11802 <=> C4 + C138
rxn00999,phpyr <=> co2 + 2-Hydroxyphenylacetate,C138 <=> C10 + C2948
rxn01000,pphn <=> co2 + phpyr,C210 <=> C10 + C138
rxn01001,gln-L + phpyr <=> phe-L + 2-Oxoglutaramate,C50 + C138 <=> C63 + C649
rxn01002,trp-L + phpyr <=> phe-L + indpyr,C62 + C138 <=> C63 + C262
rxn01003,phpyr <=> co2 + pacald,C138 <=> C10 + C440
rxn01004,phpyr <=> enol-Phenylpyruvate,C138 <=> C1535
rxn01007,udpglcur <=> co2 + UDP-xylose,C139 <=> C10 + C158
rxn01008,udpglcur <=> udpgalur,C139 <=> C446
rxn01009,udpglcur <=> co2 + UDP-apiose,C139 <=> C10 + C1028
rxn01010,udpglcur <=> UDP-L-iduronate,C139 <=> C1350
rxn01011,nad + glyc-R <=> nadh + hpyr,C2 + C214 <=> C3 + C140
rxn01013,nadp + glyc-R <=> nadph + hpyr,C5 + C214 <=> C4 + C140
rxn01014,hpyr <=> co2 + gcald,C140 <=> C10 + C220
rxn01015,hpyr <=> 2h3opp,C140 <=> C785
rxn01016,Carbamate <=> cbp,C999 <=> C141
rxn01017,lys-L + cbp <=> pi + L-Homocitrulline,C38 + C141 <=> C8 + C1390
rxn01018,asp-L + cbp <=> pi + cbasp,C40 + C141 <=> C8 + C325
rxn01019,orn + cbp <=> pi + citr-L,C61 + C141 <=> C8 + C259
rxn01020,ptrc + cbp <=> pi + cbmps,C115 + C141 <=> C8 + C323
rxn01021,5mta <=> ade + 5mtr,C142 <=> C124 + C1692
rxn01023,frmd <=> cyan,C358 <=> C145
rxn01025,5mcsn <=> nh4 + thym,C1377 <=> C12 + C146
rxn01026,akg + thym <=> co2 + succ + 5-Hydroxymethyluracil,C23 + C146 <=> C10 + C35 + C1691
rxn01027,nad + 56dthm <=> nadh + thym,C2 + C630 <=> C3 + C146
rxn01028,nadp + 56dthm <=> nadph + thym,C5 + C630 <=> C4 + C146
rxn01029,agm <=> nh4 + cbmps,C147 <=> C12 + C323
rxn01030,agm <=> N4-Phosphoagmatine,C147 <=> C1521
rxn01031,"1,4-Diguanidinobutane <=> urea + agm",C1667 <=> C70 + C147
rxn01034,Benzoylphosphate <=> pi + bz,C3163 <=> C8 + C148
rxn01037,bgly <=> gly + bz,C1008 <=> C32 + C148
rxn01038,Benzoylagmatine <=> agm + bz,C1324 <=> C147 + C148
rxn01041,nad + xyl-D <=> nadh + D-Xylonolactone,C2 + C149 <=> C3 + C1327
rxn01042,nadp + xyl-D <=> nadph + D-Xylonolactone,C5 + C149 <=> C4 + C1327
rxn01043,nadp + xylt <=> nadph + xyl-D,C5 + C289 <=> C4 + C149
rxn01044,xyl-D <=> xylu-D,C149 <=> C245
rxn01045,nad + val-L <=> nadh + nh4 + 3mob,C2 + C151 <=> C3 + C12 + C120
rxn01046,val-L <=> co2 + Isobutylamine,C151 <=> C10 + C1547
rxn01054,oaa + lac-L <=> pyr + mal-L,C31 + C154 <=> C19 + C126
rxn01055,(S)-2-O-Sulfolactate <=> so4 + lac-L,C1593 <=> C46 + C154
rxn01056,ppa + Lactoyl-CoA <=> ppcoa + lac-L,C136 + C577 <=> C83 + C154
rxn01057,lac-L <=> lac-D,C154 <=> C212
rxn01058,nad + Cholesterol <=> nadh + ProvitaminD3,C2 + C155 <=> C3 + C798
rxn01060,"nadph + Cholesterol <=> nadp + Cholesterol-5beta,6beta-epoxide",C4 + C155 <=> C5 + C2695
rxn01061,nadph + Cholesterol <=> nadp + 20alpha-Hydroxycholesterol,C4 + C155 <=> C5 + C2759
rxn01062,nadp + Cholesterol <=> nadph + ProvitaminD3,C5 + C155 <=> C4 + C798
rxn01063,nadph + Desmosterol <=> nadp + Cholesterol,C4 + C1109 <=> C5 + C155
rxn01064,Cholesterol <=> Cholestenone,C155 <=> C439
rxn01065,Cholesteryl-beta-D-glucoside <=> glc-D + Cholesterol,C2028 <=> C26 + C155
rxn01067,nadph + Cholesterol <=> nadp + 7alpha-Hydroxycholesterol,C4 + C155 <=> C5 + C1915
rxn01068,nad + thr-L <=> nadh + 2aobut,C2 + C156 <=> C3 + C1873
rxn01069,phom <=> pi + thr-L,C752 <=> C8 + C156
rxn01070,thr-L <=> D-Threonine,C156 <=> C572
rxn01071,etha <=> ethamp,C157 <=> C269
rxn01072,etha <=> nh4 + gcald,C157 <=> C12 + C220
rxn01073,g3pe <=> glyc3p + etha,C847 <=> C77 + C157
rxn01075,UDP-L-arabinose <=> UDP-xylose,C647 <=> C158
rxn01076,glcur <=> glcur1p,C159 <=> C2678
rxn01079,nadp + Gulonate <=> nadph + glcur,C5 + C557 <=> C4 + C159
rxn01080,glcur <=> fruur,C159 <=> C629
rxn01081,glcurn <=> glcur,C1494 <=> C159
rxn01082,"D-Glucurono-6,2-lactone <=> glcur",C1823 <=> C159
rxn01083,asn-L + Hydroxylamine <=> nh4 + L-Aspartylhydroxamate,C128 + C160 <=> C12 + C1710
rxn01094,nad + 23ddhb <=> nadh + 23dhb,C2 + C2157 <=> C3 + C163
rxn01096,23dhb <=> 3-Carboxy-2-hydroxymuconatesemialdehyde,C163 <=> C2294
rxn01097,"ser-L + 23dhb <=> pi + 2,3-Dihydroxy-N-benzoyl-L-serine",C51 + C163 <=> C8 + C2169
rxn01099,3pg <=> pi + glyc-R,C164 <=> C8 + C214
rxn01100,3pg <=> 13dpg,C164 <=> C194
rxn01101,nad + 3pg <=> nadh + 3php,C2 + C164 <=> C3 + C1763
rxn01102,glyc-R <=> 3pg,C214 <=> C164
rxn01103,13dpg <=> pi + 3pg,C194 <=> C8 + C164
rxn01105,3pg <=> 13dpg,C164 <=> C194
rxn01106,2pg <=> 3pg,C455 <=> C164
rxn01107,g15lac <=> glcn,C165 <=> C213
rxn01108,nad + glc-D-B <=> nadh + g15lac,C2 + C182 <=> C3 + C165
rxn01109,nadp + glc-D-B <=> nadph + g15lac,C5 + C182 <=> C4 + C165
rxn01110,glc-D-B <=> g15lac,C182 <=> C165
rxn01121,glcn <=> 2ddglcn,C213 <=> C170
rxn01122,altrn <=> 2ddglcn,C569 <=> C170
rxn01123,2ddglcn <=> 2ddg6p,C170 <=> C2276
rxn01124,nad + 2ddglcn <=> nadh + 46dh25dohxn,C2 + C170 <=> C3 + C2235
rxn01125,"nadp + 2ddglcn <=> nadph + (4S,5S)-4,5-Dihydroxy-2,6-dioxohexanoate",C5 + C170 <=> C4 + C2290
rxn01126,Glucosaminate <=> nh4 + 2ddglcn,C1992 <=> C12 + C170
rxn01130,nadph + acetone <=> nadp + 2ppoh,C4 + C172 <=> C5 + C1130
rxn01131,Acetonecyanhydrin <=> cyan + acetone,C1489 <=> C145 + C172
rxn01132,pi + malt <=> glc-D + g1p-B,C8 + C173 <=> C26 + C473
rxn01133,accoa + malt <=> coa + acmalt,C21 + C173 <=> C9 + C1265
rxn01136,succoa + oxa <=> succ + oxalcoa,C75 + C174 <=> C35 + C248
rxn01137,adn <=> nh4 + ins,C175 <=> C12 + C234
rxn01138,pi + adn <=> ade + r1p,C8 + C175 <=> C124 + C449
rxn01139,3amp <=> pi + adn,C910 <=> C8 + C175
rxn01141,dmgly <=> fald + sarcs,C701 <=> C52 + C176
rxn01142,Creatine <=> urea + sarcs,C238 <=> C70 + C176
rxn01146,pi + thymd <=> thym + 2dr1p,C8 + C177 <=> C146 + C480
rxn01147,thymd <=> adn,C177 <=> C175
rxn01153,D-Glutamine <=> nh4 + glu-D,C571 <=> C12 + C179
rxn01154,akg + pyam5p <=> pydx5p + glu-D,C23 + C466 <=> C15 + C179
rxn01156,akg + D-Phenylalanine <=> phpyr + glu-D,C23 + C1326 <=> C138 + C179
rxn01157,glu-D <=> 5-Oxo-D-proline,C179 <=> C1319
rxn01158,nadp + N-Methyl-L-alanine <=> nadph + pyr + mea,C5 + C1517 <=> C4 + C19 + C180
rxn01159,glu-L + mea <=> pi + co3153,C22 + C180 <=> C8 + C1721
rxn01160,glu-L + mea <=> nh4 + N-Methyl-L-glutamate,C22 + C180 <=> C12 + C716
rxn01161,N-Methyl-2-oxoglutaramate <=> akg + mea,C1929 <=> C23 + C180
rxn01162,Methylguanidine <=> urea + mea,C1341 <=> C70 + C180
rxn01164,Arachidonate <=> 15(S)-HPETE,C181 <=> C3018
rxn01165,Arachidonate <=> 8(R)-HPETE,C181 <=> C2462
rxn01166,Arachidonate <=> 5(S)-HPETE,C181 <=> C2669
rxn01167,Arachidonate <=> 12(S)-HPETE,C181 <=> C3017
rxn01169,glc-D-B <=> g6p-B,C182 <=> C804
rxn01170,D-Glucose6-sulfate <=> so4 + glc-D-B,C1570 <=> C46 + C182
rxn01171,glc-D <=> glc-D-B,C26 <=> C182
rxn01174,nad + Hydracrylicacid <=> nadh + msa,C2 + C693 <=> C3 + C183
rxn01175,no2 + msa <=> 3-aci-Nitropropanoate,C72 + C183 <=> C1682
rxn01176,cbs_72 <=> dhap + msa,C2286 <=> C92 + C183
rxn01177,Propynoate <=> msa,C561 <=> C183
rxn01181,nadph + coucoa <=> nadp + coa + p-Coumaraldehyde,C4 + C184 <=> C5 + C9 + C2810
rxn01183,agm + coucoa <=> coa + N-(4-Guanidinobutyl)-4-hydroxycinnamide,C147 + C184 <=> C9 + C2302
rxn01186,lys-L + actp <=> pi + N6-Acetyl-L-lysine,C38 + C187 <=> C8 + C1522
rxn01188,3dhsk <=> 34dhbz,C1479 <=> C188
rxn01189,nadph + 3-Hydroxybenzoate <=> nadp + 34dhbz,C4 + C433 <=> C5 + C188
rxn01193,34dhbz <=> 4-Carboxy-2-hydroxymuconatesemialdehyde,C188 <=> C2296
rxn01194,"nad + Terephthalate-1,2-cis-dihydrodiol <=> nadh + co2 + 34dhbz",C2 + C3200 <=> C3 + C10 + C188
